order_id;profit;cargo;cargo_amount;vehicle_type;manhattan_dist;Year;Month;Day
0_735859_43;12381;Grain;180;electrified railway locomotive;124;2014;9;18
1_735860_69;14126;Oil;117;monorail locomotive;242;2014;9;19
0_735861_47;462;Mail;28;ship;30;2014;9;20
1_735863_71;3654;Goods;58;railway locomotive;85;2014;9;22
1_735866_0;360;Wood;22;road vehicle;27;2014;9;25
0_735866_21;3656;Goods;58;railway locomotive;85;2014;9;25
2_735866_27;450;Iron Ore;25;road vehicle;29;2014;9;25
0_735867_1;1833;Mail;14;aircraft;259;2014;9;26
1_735867_64;36;Passengers;20;road vehicle;5;2014;9;26
0_735869_8;695;Coal;25;road vehicle;39;2014;9;28
1_735869_70;356;Grain;25;road vehicle;25;2014;9;28
2_735870_14;360;Wood;22;road vehicle;27;2014;9;29
2_735871_22;208;Livestock;16;road vehicle;25;2014;9;30
3_735871_33;533;Goods;18;road vehicle;40;2014;9;30
1_735872_42;3018;Goods;190;ship;23;2014;10;1
0_735872_53;1842;Iron Ore;60;railway locomotive;50;2014;10;1
2_735872_58;27;Passengers;19;road vehicle;4;2014;10;1
4_735873_5;2905;Goods;190;ship;23;2014;10;2
3_735873_24;42;Passengers;30;road vehicle;4;2014;10;2
0_735876_12;6797;Mail;58;electrified railway locomotive;212;2014;10;5
1_735879_25;18;Passengers;10;road vehicle;5;2014;10;8
0_735879_72;37;Passengers;21;road vehicle;5;2014;10;8
1_735884_14;9;Passengers;4;road vehicle;6;2014;10;13
2_735884_56;33;Passengers;15;road vehicle;6;2014;10;13
0_735885_15;4494;Steel;40;railway locomotive;171;2014;10;14
1_735888_27;1904;Mail;69;ship;50;2014;10;17
2_735888_63;698;Coal;25;road vehicle;39;2014;10;17
0_735889_35;3152;Livestock;50;electrified railway locomotive;124;2014;10;18
4_735889_49;19;Passengers;11;road vehicle;5;2014;10;18
3_735890_14;45;Passengers;25;road vehicle;5;2014;10;19
1_735890_47;17760;Passengers;180;aircraft;259;2014;10;19
0_735891_33;208;Livestock;16;road vehicle;25;2014;10;20
0_735893_4;450;Iron Ore;25;road vehicle;29;2014;10;22
1_735893_31;360;Wood;22;road vehicle;27;2014;10;22
0_735895_8;22;Passengers;16;road vehicle;4;2014;10;24
1_735895_28;35;Passengers;25;road vehicle;4;2014;10;24
1_735897_45;360;Wood;22;road vehicle;27;2014;10;26
2_735898_51;533;Goods;18;road vehicle;40;2014;10;27
0_735899_56;11441;Wood;117;monorail locomotive;161;2014;10;28
2_735901_3;18;Passengers;10;road vehicle;5;2014;10;30
1_735901_9;27;Passengers;15;road vehicle;5;2014;10;30
0_735902_36;3616;Goods;58;railway locomotive;85;2014;10;31
0_735904_20;695;Coal;25;road vehicle;39;2014;11;2
2_735904_34;351;Grain;25;road vehicle;25;2014;11;2
1_735904_43;12631;Grain;180;electrified railway locomotive;124;2014;11;2
0_735905_65;17;Passengers;8;road vehicle;6;2014;11;3
1_735905_67;22;Passengers;10;road vehicle;6;2014;11;3
2_735906_51;6016;Mail;42;aircraft;259;2014;11;4
1_735910_29;208;Livestock;16;road vehicle;25;2014;11;8
3_735911_6;27;Passengers;15;road vehicle;5;2014;11;9
2_735911_25;36;Passengers;20;road vehicle;5;2014;11;9
0_735911_30;3609;Goods;58;railway locomotive;85;2014;11;9
1_735913_51;1651;Mail;65;ship;46;2014;11;11
2_735915_8;4571;Mail;39;electrified railway locomotive;212;2014;11;13
0_735915_63;12609;Oil;117;monorail locomotive;242;2014;11;13
2_735917_25;42;Passengers;30;road vehicle;4;2014;11;15
3_735917_50;45;Passengers;32;road vehicle;4;2014;11;15
1_735917_55;1843;Iron Ore;60;railway locomotive;50;2014;11;15
1_735919_22;360;Wood;22;road vehicle;27;2014;11;17
2_735919_55;450;Iron Ore;25;road vehicle;29;2014;11;17
3_735920_71;6718;Steel;60;electrified railway locomotive;171;2014;11;18
0_735922_24;14396;Oil;350;ship;78;2014;11;20
1_735922_46;3184;Goods;190;ship;23;2014;11;20
3_735923_0;9;Passengers;5;road vehicle;5;2014;11;21
0_735923_26;25;Passengers;14;road vehicle;5;2014;11;21
2_735923_38;360;Wood;22;road vehicle;27;2014;11;21
1_735924_1;697;Coal;25;road vehicle;39;2014;11;22
0_735927_19;6086;Mail;54;aircraft;259;2014;11;25
1_735927_56;22;Passengers;10;road vehicle;6;2014;11;25
0_735929_73;532;Goods;18;road vehicle;40;2014;11;27
1_735931_51;1;Passengers;1;road vehicle;5;2014;11;29
0_735932_36;28;Passengers;16;road vehicle;5;2014;11;30
0_735934_3;356;Grain;25;road vehicle;25;2014;12;2
1_735934_44;3176;Livestock;50;electrified railway locomotive;124;2014;12;2
0_735936_20;11;Passengers;8;road vehicle;4;2014;12;4
3_735936_49;396;Mail;24;ship;30;2014;12;4
1_735936_64;22;Passengers;16;road vehicle;4;2014;12;4
2_735937_21;204;Livestock;16;road vehicle;25;2014;12;5
4_735942_22;9;Passengers;5;road vehicle;5;2014;12;10
1_735942_59;8087;Mail;69;electrified railway locomotive;212;2014;12;10
3_735942_68;32;Passengers;18;road vehicle;5;2014;12;10
2_735943_34;3134;Goods;190;ship;23;2014;12;11
0_735943_34;11441;Wood;117;monorail locomotive;161;2014;12;11
1_735944_45;360;Wood;22;road vehicle;27;2014;12;12
0_735945_2;690;Coal;25;road vehicle;39;2014;12;13
0_735946_32;450;Iron Ore;25;road vehicle;29;2014;12;14
2_735947_14;3604;Goods;58;railway locomotive;85;2014;12;15
1_735947_40;5730;Mail;40;aircraft;259;2014;12;15
0_735947_44;26;Passengers;12;road vehicle;6;2014;12;15
0_735949_31;360;Wood;22;road vehicle;27;2014;12;17
1_735951_27;5;Passengers;3;road vehicle;5;2014;12;19
0_735952_4;30;Passengers;17;road vehicle;5;2014;12;20
1_735956_28;21;Passengers;15;road vehicle;4;2014;12;24
3_735957_19;533;Goods;18;road vehicle;40;2014;12;25
2_735957_27;42;Passengers;30;road vehicle;4;2014;12;25
4_735957_32;208;Livestock;16;road vehicle;25;2014;12;25
0_735958_18;3566;Goods;58;railway locomotive;85;2014;12;26
1_735958_70;4548;Steel;40;railway locomotive;171;2014;12;26
2_735959_13;696;Coal;25;road vehicle;39;2014;12;27
3_735962_21;7;Passengers;4;road vehicle;5;2014;12;30
0_735962_57;1843;Iron Ore;60;railway locomotive;50;2014;12;30
2_735963_2;36;Passengers;20;road vehicle;5;2014;12;31
1_735964_5;12444;Grain;180;electrified railway locomotive;124;2015;1;1
1_735966_69;354;Grain;25;road vehicle;25;2015;1;3
3_735967_20;20;Passengers;9;road vehicle;6;2015;1;4
2_735968_20;4922;Mail;42;electrified railway locomotive;212;2015;1;5
0_735969_2;17150;Oil;350;ship;91;2015;1;6
1_735969_15;17896;Passengers;180;aircraft;259;2015;1;6
2_735970_7;1932;Mail;70;ship;50;2015;1;7
0_735970_32;360;Wood;22;road vehicle;27;2015;1;7
0_735971_41;21;Passengers;12;road vehicle;5;2015;1;8
1_735972_51;3184;Goods;190;ship;23;2015;1;9
0_735973_9;450;Iron Ore;25;road vehicle;29;2015;1;10
0_735976_33;208;Livestock;16;road vehicle;25;2015;1;13
1_735976_63;360;Wood;22;road vehicle;27;2015;1;13
1_735978_5;208;Livestock;16;road vehicle;25;2015;1;15
1_735979_12;208;Livestock;16;road vehicle;25;2015;1;16
0_735979_38;3183;Livestock;50;electrified railway locomotive;124;2015;1;16
3_735982_22;11;Passengers;8;road vehicle;4;2015;1;19
1_735982_37;360;Wood;22;road vehicle;27;2015;1;19
2_735982_61;694;Coal;25;road vehicle;39;2015;1;19
4_735982_65;28;Passengers;20;road vehicle;4;2015;1;19
0_735984_22;11441;Wood;117;monorail locomotive;161;2015;1;21
0_735985_45;535;Goods;18;road vehicle;40;2015;1;22
1_735986_45;699;Coal;25;road vehicle;39;2015;1;23
1_735988_6;695;Coal;25;road vehicle;39;2015;1;25
0_735988_10;6899;Steel;60;electrified railway locomotive;171;2015;1;25
0_735988_63;18;Passengers;10;road vehicle;5;2015;1;25
1_735989_36;43;Passengers;24;road vehicle;5;2015;1;26
2_735989_37;535;Goods;18;road vehicle;40;2015;1;26
3_735991_37;3608;Goods;58;railway locomotive;85;2015;1;28
0_735993_30;3183;Goods;190;ship;23;2015;1;30
4_735994_11;31;Passengers;14;road vehicle;6;2015;1;31
2_735994_25;696;Coal;25;road vehicle;39;2015;1;31
3_735994_31;354;Grain;25;road vehicle;25;2015;1;31
1_735994_66;6094;Mail;52;electrified railway locomotive;212;2015;1;31
0_735995_31;1549;Mail;61;ship;46;2015;2;1
1_735996_25;360;Wood;22;road vehicle;27;2015;2;2
0_735996_44;208;Livestock;16;road vehicle;25;2015;2;2
2_735997_68;7;Passengers;4;road vehicle;5;2015;2;3
0_735998_42;208;Livestock;16;road vehicle;25;2015;2;4
2_735998_42;5157;Mail;36;aircraft;259;2015;2;4
1_735998_46;36;Passengers;20;road vehicle;5;2015;2;4
0_735999_53;208;Livestock;16;road vehicle;25;2015;2;5
3_735999_60;450;Iron Ore;25;road vehicle;29;2015;2;5
0_736003_40;24;Passengers;17;road vehicle;4;2015;2;9
1_736004_6;42;Passengers;30;road vehicle;4;2015;2;10
2_736004_10;360;Wood;22;road vehicle;27;2015;2;10
0_736007_49;1848;Iron Ore;60;railway locomotive;50;2015;2;13
2_736009_41;9;Passengers;5;road vehicle;5;2015;2;15
0_736009_43;360;Wood;22;road vehicle;27;2015;2;15
1_736010_14;30;Passengers;17;road vehicle;5;2015;2;16
2_736011_7;5765;Mail;51;aircraft;259;2015;2;17
0_736012_23;3554;Goods;58;railway locomotive;85;2015;2;18
0_736013_60;533;Goods;18;road vehicle;40;2015;2;19
0_736015_4;33;Passengers;15;road vehicle;6;2015;2;21
0_736016_55;208;Livestock;16;road vehicle;25;2015;2;22
2_736017_57;208;Livestock;16;road vehicle;25;2015;2;23
1_736017_71;698;Coal;25;road vehicle;39;2015;2;23
0_736018_29;446;Mail;27;ship;30;2015;2;24
1_736019_23;536;Goods;18;road vehicle;40;2015;2;25
2_736021_64;698;Coal;25;road vehicle;39;2015;2;27
3_736022_13;355;Grain;25;road vehicle;25;2015;2;28
4_736022_18;360;Wood;22;road vehicle;27;2015;2;28
0_736022_63;12399;Grain;180;electrified railway locomotive;124;2015;2;28
2_736023_1;208;Livestock;16;road vehicle;25;2015;3;1
1_736023_10;3660;Goods;58;railway locomotive;85;2015;3;1
7_736023_26;695;Coal;25;road vehicle;39;2015;3;1
8_736023_57;4453;Mail;38;electrified railway locomotive;212;2015;3;1
0_736024_5;7;Passengers;4;road vehicle;5;2015;3;2
6_736024_31;3176;Livestock;50;electrified railway locomotive;124;2015;3;2
5_736025_10;11441;Wood;117;monorail locomotive;161;2015;3;3
0_736028_20;37;Passengers;21;road vehicle;5;2015;3;6
1_736028_54;450;Iron Ore;25;road vehicle;29;2015;3;6
3_736029_37;695;Coal;25;road vehicle;39;2015;3;7
0_736031_15;52;Passengers;37;road vehicle;4;2015;3;9
1_736031_41;360;Wood;22;road vehicle;27;2015;3;9
2_736031_64;10563;Oil;117;monorail locomotive;242;2015;3;9
0_736032_27;18;Passengers;13;road vehicle;4;2015;3;10
0_736035_51;208;Livestock;16;road vehicle;25;2015;3;13
1_736036_73;360;Wood;22;road vehicle;27;2015;3;14
0_736037_1;3581;Mail;25;aircraft;259;2015;3;15
2_736037_54;9;Passengers;5;road vehicle;5;2015;3;15
0_736038_23;208;Livestock;16;road vehicle;25;2015;3;16
1_736038_69;46;Passengers;26;road vehicle;5;2015;3;16
0_736041_4;533;Goods;18;road vehicle;40;2015;3;19
0_736043_5;208;Livestock;16;road vehicle;25;2015;3;21
1_736043_33;28;Passengers;13;road vehicle;6;2015;3;21
0_736045_33;4505;Steel;40;railway locomotive;171;2015;3;23
0_736046_54;536;Goods;18;road vehicle;40;2015;3;24
2_736047_20;7;Passengers;4;road vehicle;5;2015;3;25
0_736048_5;36;Passengers;20;road vehicle;5;2015;3;26
1_736049_8;3620;Goods;58;railway locomotive;85;2015;3;27
0_736049_51;360;Wood;22;road vehicle;27;2015;3;27
2_736049_69;355;Grain;25;road vehicle;25;2015;3;27
1_736052_51;1842;Iron Ore;60;railway locomotive;50;2015;3;30
0_736053_3;17896;Passengers;180;aircraft;259;2015;3;31
2_736053_7;698;Coal;25;road vehicle;39;2015;3;31
3_736053_39;29;Passengers;21;road vehicle;4;2015;3;31
4_736053_59;42;Passengers;30;road vehicle;4;2015;3;31
0_736054_47;208;Livestock;16;road vehicle;25;2015;4;1
1_736055_31;450;Iron Ore;25;road vehicle;29;2015;4;2
0_736056_53;2318;Mail;84;ship;50;2015;4;3
2_736057_11;697;Coal;25;road vehicle;39;2015;4;4
3_736058_34;208;Livestock;16;road vehicle;25;2015;4;5
0_736058_46;695;Coal;25;road vehicle;39;2015;4;5
2_736058_47;360;Wood;22;road vehicle;27;2015;4;5
2_736059_34;14;Passengers;8;road vehicle;5;2015;4;6
0_736059_40;27;Passengers;15;road vehicle;5;2015;4;6
1_736060_39;14180;Oil;350;ship;78;2015;4;7
3_736061_70;7383;Mail;63;electrified railway locomotive;212;2015;4;8
4_736061_71;3650;Goods;58;railway locomotive;85;2015;4;8
0_736062_1;208;Livestock;16;road vehicle;25;2015;4;9
2_736063_56;11;Passengers;5;road vehicle;6;2015;4;10
3_736064_16;17;Passengers;8;road vehicle;6;2015;4;11
1_736064_18;360;Wood;22;road vehicle;27;2015;4;11
0_736065_72;11441;Wood;117;monorail locomotive;161;2015;4;12
1_736066_32;697;Coal;25;road vehicle;39;2015;4;13
1_736068_7;9;Passengers;5;road vehicle;5;2015;4;15
0_736068_45;27;Passengers;15;road vehicle;5;2015;4;15
1_736072_29;11;Passengers;8;road vehicle;4;2015;4;19
2_736072_49;21;Passengers;15;road vehicle;4;2015;4;19
0_736074_27;3150;Livestock;50;electrified railway locomotive;124;2015;4;21
1_736074_30;208;Livestock;16;road vehicle;25;2015;4;21
2_736074_68;529;Goods;18;road vehicle;40;2015;4;21
4_736075_44;360;Wood;22;road vehicle;27;2015;4;22
0_736075_71;532;Goods;18;road vehicle;40;2015;4;22
3_736077_19;12466;Grain;180;electrified railway locomotive;124;2015;4;24
2_736078_24;14;Passengers;8;road vehicle;5;2015;4;25
0_736078_28;6660;Steel;60;electrified railway locomotive;171;2015;4;25
1_736078_30;27;Passengers;15;road vehicle;5;2015;4;25
3_736078_66;208;Livestock;16;road vehicle;25;2015;4;25
2_736081_42;4154;Mail;29;aircraft;259;2015;4;28
0_736081_73;3006;Goods;190;ship;23;2015;4;28
1_736082_8;450;Iron Ore;25;road vehicle;29;2015;4;29
1_736082_46;11;Passengers;5;road vehicle;6;2015;4;29
2_736083_6;20;Passengers;9;road vehicle;6;2015;4;30
0_736083_35;351;Grain;25;road vehicle;25;2015;4;30
1_736083_45;1574;Mail;62;ship;46;2015;4;30
2_736084_23;208;Livestock;16;road vehicle;25;2015;5;1
4_736084_49;360;Wood;22;road vehicle;27;2015;5;1
3_736085_37;3187;Goods;190;ship;23;2015;5;2
1_736087_29;12;Passengers;7;road vehicle;5;2015;5;4
0_736087_35;27;Passengers;15;road vehicle;5;2015;5;4
0_736089_49;5043;Mail;43;aircraft;259;2015;5;6
2_736092_21;697;Coal;25;road vehicle;39;2015;5;9
3_736092_29;28;Passengers;20;road vehicle;4;2015;5;9
4_736092_29;28;Passengers;20;road vehicle;4;2015;5;9
0_736093_16;3584;Goods;58;railway locomotive;85;2015;5;10
1_736094_8;17078;Oil;350;ship;91;2015;5;11
1_736096_49;690;Coal;25;road vehicle;39;2015;5;13
3_736096_59;360;Wood;22;road vehicle;27;2015;5;13
2_736096_60;14123;Oil;117;monorail locomotive;242;2015;5;13
0_736097_53;1841;Iron Ore;60;railway locomotive;50;2015;5;14
4_736097_64;4805;Mail;41;electrified railway locomotive;212;2015;5;14
1_736098_19;690;Coal;25;road vehicle;39;2015;5;15
0_736098_24;18;Passengers;10;road vehicle;5;2015;5;15
2_736098_29;23;Passengers;13;road vehicle;5;2015;5;15
0_736100_69;208;Livestock;16;road vehicle;25;2015;5;17
1_736101_37;360;Wood;22;road vehicle;27;2015;5;18
2_736101_44;697;Coal;25;road vehicle;39;2015;5;18
0_736102_45;11;Passengers;5;road vehicle;6;2015;5;19
1_736103_6;20;Passengers;9;road vehicle;6;2015;5;20
0_736104_50;208;Livestock;16;road vehicle;25;2015;5;21
0_736105_58;208;Livestock;16;road vehicle;25;2015;5;22
1_736106_38;3620;Goods;58;railway locomotive;85;2015;5;23
2_736106_45;412;Mail;25;ship;30;2015;5;23
2_736106_70;9;Passengers;5;road vehicle;5;2015;5;23
1_736107_34;25;Passengers;14;road vehicle;5;2015;5;24
2_736108_59;450;Iron Ore;25;road vehicle;29;2015;5;25
1_736109_6;360;Grain;25;road vehicle;25;2015;5;26
0_736109_50;11441;Wood;117;monorail locomotive;161;2015;5;26
1_736110_40;360;Wood;22;road vehicle;27;2015;5;27
2_736111_11;529;Goods;18;road vehicle;40;2015;5;28
1_736111_58;21;Passengers;15;road vehicle;4;2015;5;28
4_736112_15;532;Goods;18;road vehicle;40;2015;5;29
3_736112_30;29;Passengers;21;road vehicle;4;2015;5;29
0_736112_34;3199;Livestock;50;electrified railway locomotive;124;2015;5;29
1_736117_24;1;Passengers;1;road vehicle;5;2015;6;3
0_736117_59;27;Passengers;15;road vehicle;5;2015;6;3
0_736119_65;208;Livestock;16;road vehicle;25;2015;6;5
1_736122_6;22;Passengers;10;road vehicle;6;2015;6;8
0_736122_44;360;Wood;22;road vehicle;27;2015;6;8
2_736125_32;15157;Passengers;151;aircraft;259;2015;6;11
3_736125_41;208;Livestock;16;road vehicle;25;2015;6;11
1_736125_41;8321;Mail;71;electrified railway locomotive;212;2015;6;11
2_736126_10;9;Passengers;5;road vehicle;5;2015;6;12
0_736126_50;12600;Grain;180;electrified railway locomotive;124;2015;6;12
1_736126_69;28;Passengers;16;road vehicle;5;2015;6;12
3_736127_31;696;Coal;25;road vehicle;39;2015;6;13
2_736127_67;360;Wood;22;road vehicle;27;2015;6;13
1_736130_37;208;Livestock;16;road vehicle;25;2015;6;16
1_736131_16;4441;Mail;31;aircraft;259;2015;6;17
2_736131_19;18;Passengers;13;road vehicle;4;2015;6;17
0_736131_47;3615;Goods;58;railway locomotive;85;2015;6;17
3_736131_63;34;Passengers;24;road vehicle;4;2015;6;17
1_736133_43;1987;Mail;72;ship;50;2015;6;19
2_736134_5;695;Coal;25;road vehicle;39;2015;6;20
0_736134_43;4467;Steel;40;railway locomotive;171;2015;6;20
3_736135_9;1938;Mail;16;aircraft;259;2015;6;21
1_736135_36;450;Iron Ore;25;road vehicle;29;2015;6;21
0_736136_31;360;Wood;22;road vehicle;27;2015;6;22
2_736136_48;6906;Steel;60;electrified railway locomotive;171;2015;6;22
0_736137_60;695;Coal;25;road vehicle;39;2015;6;23
3_736137_61;18;Passengers;10;road vehicle;5;2015;6;23
2_736138_33;37;Passengers;21;road vehicle;5;2015;6;24
1_736139_17;1849;Iron Ore;60;railway locomotive;50;2015;6;25
0_736139_48;354;Grain;25;road vehicle;25;2015;6;25
1_736140_41;535;Goods;18;road vehicle;40;2015;6;26
0_736141_28;208;Livestock;16;road vehicle;25;2015;6;27
2_736141_50;689;Coal;25;road vehicle;39;2015;6;27
0_736142_49;2;Passengers;1;road vehicle;6;2015;6;28
1_736143_17;33;Passengers;15;road vehicle;6;2015;6;29
0_736144_4;536;Goods;18;road vehicle;40;2015;6;30
1_736144_37;208;Livestock;16;road vehicle;25;2015;6;30
3_736147_44;12;Passengers;7;road vehicle;5;2015;7;3
1_736148_9;36;Passengers;20;road vehicle;5;2015;7;4
0_736148_57;12498;Oil;117;monorail locomotive;242;2015;7;4
1_736150_1;360;Wood;22;road vehicle;27;2015;7;6
2_736150_38;11441;Wood;117;monorail locomotive;161;2015;7;6
0_736150_64;208;Livestock;16;road vehicle;25;2015;7;6
1_736152_23;4219;Mail;36;electrified railway locomotive;212;2015;7;8
2_736153_23;3612;Goods;58;railway locomotive;85;2015;7;9
0_736153_43;34;Passengers;24;road vehicle;4;2015;7;9
3_736153_63;42;Passengers;30;road vehicle;4;2015;7;9
0_736155_47;360;Wood;22;road vehicle;27;2015;7;11
1_736155_56;3191;Livestock;50;electrified railway locomotive;124;2015;7;11
0_736158_39;1422;Mail;56;ship;46;2015;7;14
1_736159_38;18;Passengers;10;road vehicle;5;2015;7;15
0_736159_44;27;Passengers;15;road vehicle;5;2015;7;15
0_736161_39;208;Livestock;16;road vehicle;25;2015;7;17
0_736163_48;208;Livestock;16;road vehicle;25;2015;7;19
0_736164_26;13;Passengers;6;road vehicle;6;2015;7;20
1_736164_60;24;Passengers;11;road vehicle;6;2015;7;20
1_736167_24;5120;Mail;44;aircraft;259;2015;7;23
0_736167_30;354;Grain;25;road vehicle;25;2015;7;23
2_736168_17;450;Iron Ore;25;road vehicle;29;2015;7;24
3_736168_21;534;Goods;18;road vehicle;40;2015;7;24
0_736168_59;695;Coal;25;road vehicle;39;2015;7;24
1_736168_60;360;Wood;22;road vehicle;27;2015;7;24
3_736169_9;14;Passengers;8;road vehicle;5;2015;7;25
2_736169_15;27;Passengers;15;road vehicle;5;2015;7;25
1_736170_14;208;Livestock;16;road vehicle;25;2015;7;26
0_736170_20;695;Coal;25;road vehicle;39;2015;7;26
2_736170_26;4011;Mail;28;aircraft;259;2015;7;26
1_736171_23;533;Goods;18;road vehicle;40;2015;7;27
1_736172_60;3148;Mail;23;aircraft;259;2015;7;28
0_736173_29;3072;Goods;190;ship;23;2015;7;29
1_736174_9;28;Passengers;20;road vehicle;4;2015;7;30
2_736174_43;32;Passengers;23;road vehicle;4;2015;7;30
1_736175_66;360;Wood;22;road vehicle;27;2015;7;31
0_736176_66;2981;Goods;190;ship;23;2015;8;1
2_736178_5;3602;Goods;58;railway locomotive;85;2015;8;3
1_736178_18;695;Coal;25;road vehicle;39;2015;8;3
3_736178_73;12503;Grain;180;electrified railway locomotive;124;2015;8;3
0_736179_53;697;Coal;25;road vehicle;39;2015;8;4
2_736180_35;208;Livestock;16;road vehicle;25;2015;8;5
1_736180_58;5977;Mail;51;electrified railway locomotive;212;2015;8;5
1_736183_27;360;Wood;22;road vehicle;27;2015;8;8
0_736184_9;1850;Iron Ore;60;railway locomotive;50;2015;8;9
3_736184_14;208;Livestock;16;road vehicle;25;2015;8;9
2_736184_70;3662;Goods;58;railway locomotive;85;2015;8;9
1_736185_55;346;Mail;21;ship;30;2015;8;10
1_736187_34;32;Passengers;18;road vehicle;5;2015;8;12
2_736187_43;19;Passengers;11;road vehicle;5;2015;8;12
0_736189_2;14338;Oil;350;ship;78;2015;8;14
0_736190_25;208;Livestock;16;road vehicle;25;2015;8;15
1_736191_26;11441;Wood;117;monorail locomotive;161;2015;8;16
0_736195_12;355;Grain;25;road vehicle;25;2015;8;20
0_736195_53;22;Passengers;10;road vehicle;6;2015;8;20
2_736196_1;533;Goods;18;road vehicle;40;2015;8;21
1_736196_17;360;Wood;22;road vehicle;27;2015;8;21
0_736197_11;450;Iron Ore;25;road vehicle;29;2015;8;22
2_736198_67;15;Passengers;7;road vehicle;6;2015;8;23
1_736199_31;208;Livestock;16;road vehicle;25;2015;8;24
3_736199_35;535;Goods;18;road vehicle;40;2015;8;24
0_736200_65;3164;Livestock;50;electrified railway locomotive;124;2015;8;25
1_736201_57;360;Wood;22;road vehicle;27;2015;8;26
1_736202_34;7;Passengers;4;road vehicle;5;2015;8;27
2_736203_38;208;Livestock;16;road vehicle;25;2015;8;28
1_736204_3;695;Coal;25;road vehicle;39;2015;8;29
0_736204_5;66;Passengers;37;road vehicle;5;2015;8;29
1_736205_40;698;Coal;25;road vehicle;39;2015;8;30
0_736205_54;3750;Mail;32;electrified railway locomotive;212;2015;8;30
0_736208_14;13964;Passengers;138;aircraft;259;2015;9;2
0_736209_21;208;Livestock;16;road vehicle;25;2015;9;3
1_736210_49;46;Passengers;33;road vehicle;4;2015;9;4
2_736210_69;52;Passengers;37;road vehicle;4;2015;9;4
0_736212_9;1490;Mail;54;ship;50;2015;9;6
0_736213_10;2233;Mail;18;aircraft;259;2015;9;7
0_736215_4;695;Coal;25;road vehicle;39;2015;9;9
1_736215_37;360;Wood;22;road vehicle;27;2015;9;9
0_736216_9;4011;Mail;28;aircraft;259;2015;9;10
1_736217_37;27;Passengers;15;road vehicle;5;2015;9;11
0_736217_63;45;Passengers;25;road vehicle;5;2015;9;11
0_736219_14;208;Livestock;16;road vehicle;25;2015;9;13
1_736221_35;3621;Goods;58;railway locomotive;85;2015;9;15
0_736222_1;360;Wood;22;road vehicle;27;2015;9;16
1_736222_5;11;Passengers;5;road vehicle;6;2015;9;16
4_736222_59;31;Passengers;14;road vehicle;6;2015;9;16
2_736222_61;690;Coal;25;road vehicle;39;2015;9;16
0_736223_21;208;Livestock;16;road vehicle;25;2015;9;17
3_736223_25;356;Grain;25;road vehicle;25;2015;9;17
1_736223_62;450;Iron Ore;25;road vehicle;29;2015;9;17
3_736227_8;10;Passengers;6;road vehicle;5;2015;9;21
2_736227_39;36;Passengers;20;road vehicle;5;2015;9;21
0_736227_48;360;Wood;22;road vehicle;27;2015;9;21
3_736228_17;208;Livestock;16;road vehicle;25;2015;9;22
1_736229_11;3618;Goods;58;railway locomotive;85;2015;9;23
4_736230_35;12511;Grain;180;electrified railway locomotive;124;2015;9;24
1_736230_50;534;Goods;18;road vehicle;40;2015;9;24
1_736232_33;28;Passengers;20;road vehicle;4;2015;9;26
0_736232_49;1837;Iron Ore;60;railway locomotive;50;2015;9;26
2_736233_8;38;Passengers;27;road vehicle;4;2015;9;27
0_736234_49;534;Goods;18;road vehicle;40;2015;9;28
0_736237_9;1499;Mail;59;ship;46;2015;10;1
3_736238_10;208;Livestock;16;road vehicle;25;2015;10;2
3_736238_34;9;Passengers;5;road vehicle;5;2015;10;2
1_736239_7;34;Passengers;19;road vehicle;5;2015;10;3
0_736239_24;699;Coal;25;road vehicle;39;2015;10;3
2_736240_23;11441;Wood;117;monorail locomotive;161;2015;10;4
0_736240_60;697;Coal;25;road vehicle;39;2015;10;4
3_736241_30;360;Wood;22;road vehicle;27;2015;10;5
1_736242_36;3185;Livestock;50;electrified railway locomotive;124;2015;10;6
0_736243_56;24;Passengers;11;road vehicle;6;2015;10;7
0_736245_23;6647;Mail;60;aircraft;259;2015;10;9
0_736247_62;360;Wood;22;road vehicle;27;2015;10;11
1_736248_0;208;Livestock;16;road vehicle;25;2015;10;12
2_736248_17;36;Passengers;20;road vehicle;5;2015;10;12
0_736249_31;208;Livestock;16;road vehicle;25;2015;10;13
1_736250_16;695;Coal;25;road vehicle;39;2015;10;14
2_736250_39;450;Iron Ore;25;road vehicle;29;2015;10;14
1_736252_41;15;Passengers;11;road vehicle;4;2015;10;16
2_736253_31;42;Passengers;30;road vehicle;4;2015;10;17
0_736254_21;7266;Mail;62;electrified railway locomotive;212;2015;10;18
3_736254_22;4332;Steel;40;railway locomotive;171;2015;10;18
1_736254_65;360;Wood;22;road vehicle;27;2015;10;18
1_736257_73;695;Coal;25;road vehicle;39;2015;10;21
3_736258_63;9;Passengers;5;road vehicle;5;2015;10;22
1_736259_55;41;Passengers;23;road vehicle;5;2015;10;23
5_736260_5;350;Grain;25;road vehicle;25;2015;10;24
3_736260_9;379;Mail;23;ship;30;2015;10;24
2_736260_45;3660;Goods;58;railway locomotive;85;2015;10;24
0_736260_48;15993;Oil;350;ship;91;2015;10;24
4_736260_58;6444;Steel;60;electrified railway locomotive;171;2015;10;24
1_736260_66;208;Livestock;16;road vehicle;25;2015;10;24
2_736263_1;535;Goods;18;road vehicle;40;2015;10;27
2_736264_19;28;Passengers;13;road vehicle;6;2015;10;28
1_736264_31;2980;Goods;190;ship;23;2015;10;28
